,id,ccm,bcm,ebcm
363,365,0.09571623892125955,0.1109535625664658,0.0917088776326313
364,366,0.06313832856131714,0.3107843137254902,0.3120606733259341
365,367,0.07125521490288958,0.1916331321260899,0.18719895128345837
366,368,0.144987980758928,0.22684729064039408,0.20421455938697317
367,369,0.14628703809721225,0.13371106999691648,0.11533401967513147
368,370,0.09643994974374366,0.11061449069864213,0.08852734922861151
369,371,0.10812047126117305,0.1464388255997036,0.12358834244080143
370,372,0.13221854809640066,0.11959764988157129,0.09771332554061948
371,373,0.13963221350657617,0.200305576776165,0.1902521008403361
372,374,0.1340452624390593,0.19353564090406197,0.18107461528514157
373,375,0.06943360177193258,0.13259468249769776,0.12044029075804778
374,376,0.10018230382249754,0.05691827026668655,0.04093902870078811
375,377,0.0614710968278764,0.16701661067562526,0.15044649913070962
376,378,0.10507691878843961,0.28097147950089124,0.28545963840081484
377,379,0.09287903545196662,0.22503854455750855,0.2099383868884506
378,380,0.07413013393870711,0.03679554948340661,0.027091327025551677
379,381,0.10719126560816801,0.13384128309501442,0.13107680271859376
380,382,0.12505112195517373,0.1274928994022168,0.11810136094180508
381,383,0.09228534475212372,0.2690744215134459,0.26122505543237245
382,384,0.1278016654585322,0.10677749360613809,0.08429458740017748
383,385,0.09774118986939512,0.19593537414965986,0.1734149659863946
384,386,0.12148957212764454,0.15197586726998488,0.14825505799136626
385,387,0.1172055086075098,0.2399796282149223,0.21236494597839128
386,388,0.07330217234422387,0.22472236911686935,0.18568387367964312
387,389,0.08811441991101261,0.29653134916292817,0.2992914979757085
388,390,0.20917430992909142,0.16971014492753622,0.16344444444444448
389,391,0.08783363207790053,0.15304516845612734,0.12786438434937414
390,392,0.02385048450824872,0.3072073648072424,0.305607158798648
391,393,0.5844155844155844,0.20000000000000004,0.3
392,394,0.07453539670914129,0.16191945482277534,0.13997446368105476
393,395,0.24258923660107104,0.13756410256410256,0.1265158371040724
394,396,0.07926799373048075,0.1711256886830879,0.17077823242206802
395,397,0.1858099149322682,0.11303784134186858,0.09885178061432653
396,398,0.08952055506713504,0.09125980970900756,0.07506276807197403
397,399,0.11336709260062643,0.07726037129706861,0.06107268039270201
